,Name,Measure,Toxicity,Reference
5970,BUTONATE,LD50,Hen oral 210 mg/kg,Ackermann H et al; Z. Gesamte Hyg Ihre Grenzegeb 25 (7): 512-518 (1979)
5971,BUTONATE,LD50,Bird oral >100 mg/kg,Ackermann H et al; Z. Gesamte Hyg Ihre Grenzegeb 25 (7): 512-518 (1979)
5972,BUTONATE,LD50,Rat dermal >2000-7000 mg/kg,Ackermann H et al; Z. Gesamte Hyg Ihre Grenzegeb 25 (7): 512-518 (1979)
5973,BUTONATE,LD50,Rabbit dermal 3080 mg/kg,Ackermann H et al; Z. Gesamte Hyg Ihre Grenzegeb 25 (7): 512-518 (1979)
5974,BUTONATE,LD50,Rat subcutaneous 700-3000 mg/kg,Ackermann H et al; Z. Gesamte Hyg Ihre Grenzegeb 25 (7): 512-518 (1979)
5975,"4,6-Dinitro-o-cresol",LD50,Rat oral 10 mg/kg.,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 1479"
5976,"4,6-Dinitro-o-cresol",LD50,"Rat sc 25,600 mg/kg","Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 1479"
5977,"4,6-Dinitro-o-cresol",LD50,Rat dermal 200 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 1497"
5978,"4,6-Dinitro-o-cresol",LD50,Mouse oral 47 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 1479"
5979,"4,6-Dinitro-o-cresol",LD50,Mouse ip 19 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 1479"
5980,"4,6-Dinitro-o-cresol",LD50,Goat oral 100 mg/kg,"Tomlin CDS, ed. DNOC (534-52-1). In: The e-Pesticide Manual, Version 2.2 (2002). Surrey UK, British Crop Protection Council."
5981,"4,6-Dinitro-o-cresol",LD50,Cat oral 50 mg/kg,"Tomlin CDS, ed. DNOC (534-52-1). In: The e-Pesticide Manual, Version 2.2 (2002). Surrey UK, British Crop Protection Council."
5982,"4,6-Dinitro-o-cresol",LD50,Sheep oral 200 mg/kg /DNOC-sodium/,"Tomlin CDS, ed. DNOC (534-52-1). In: The e-Pesticide Manual, Version 2.2 (2002). Surrey UK, British Crop Protection Council."
5983,"4,6-Dinitro-o-cresol",LD50,"Rabbit dermal 1,000 mg/kg","Tomlin CDS, ed. DNOC (534-52-1). In: The e-Pesticide Manual, Version 2.2 (2002). Surrey UK, British Crop Protection Council."
5984,"4,6-Dinitro-o-cresol",LD50,Mouse dermal 187 mg/kg,"Tomlin CDS, ed. DNOC (534-52-1). In: The e-Pesticide Manual, Version 2.2 (2002). Surrey UK, British Crop Protection Council."
5985,DINOCAP,LD50,RAT INTRAVENOUS 23 MG/KG,"The Merck Index. 9th ed. Rahway, New Jersey: Merck & Co., Inc., 1976., p. 438"
5986,DINOCAP,LD50,RAT ORAL 980 MG/KG /TECHNICAL/,"Farm Chemicals Handbook 1995. Willoughby, OH: Meister, 1995., p. C-133"
5987,DINOCAP,LD50,Rat male oral 950 mg/kg.,"Hayes, W.J., Jr., E.R. Laws, Jr., (eds.). Handbook of Pesticide Toxicology. Volume 3. Classes of Pesticides. New York, NY: Academic Press, Inc., 1991., p. 1202"
5988,DINOCAP,LD50,Rat female oral 1190 mg/kg.,"Hayes, W.J., Jr., E.R. Laws, Jr., (eds.). Handbook of Pesticide Toxicology. Volume 3. Classes of Pesticides. New York, NY: Academic Press, Inc., 1991., p. 1202"
5989,DINOCAP,LD50,Rabbit male oral 2000 mg/kg.,"Hayes, W.J., Jr., E.R. Laws, Jr., (eds.). Handbook of Pesticide Toxicology. Volume 3. Classes of Pesticides. New York, NY: Academic Press, Inc., 1991., p. 1202"
5990,DINOCAP,LD50,Dog oral 100 mg/kg.,"Hayes, W.J., Jr., E.R. Laws, Jr., (eds.). Handbook of Pesticide Toxicology. Volume 3. Classes of Pesticides. New York, NY: Academic Press, Inc., 1991., p. 1202"
5991,DINOCAP,LD50,Mouse oral 53 mg/kg.,"Hayes, W.J., Jr., E.R. Laws, Jr., (eds.). Handbook of Pesticide Toxicology. Volume 3. Classes of Pesticides. New York, NY: Academic Press, Inc., 1991., p. 1202"
5992,DINOCAP,LD50,50 IP 48 MG/KG FOR MALES & 51 MG/KG FOR FEMALES.,OCHYNSKA J ET AL; MED WETER 31 (11): 674-7 (1975)
5993,DINOCAP,LD50,"RAT ORAL MICE, RATS, & RABBITS WERE APPROX 50, 1000, & 3000 MG/KG, RESPECTIVELY.","MLODECKI H ET AL; TOXICITY STUDIES ON DINOCAP. PART 1. ACUTE TOXICITY, BROMATOL CHEM TOKSYKOL 8 (4): 373 (1975)"
5994,DINOTERB,LD50,Guinea pig percutaneous 150 mg/kg,"FAO/IAEA; Food Contaminant and Residue Information System, Pesticide Attributes Database: Dinoterb (Last updated May 15, 2008). Available from, as of July 9, 2013: https://nucleus.iaea.org/fcris/PesticideListHistorical.aspx?ID=1028&D=1"
5995,DINOTERB,LD50,Rabbit 28 mg/kg,"FAO/IAEA; Food Contaminant and Residue Information System, Pesticide Attributes Database: Dinoterb (Last updated May 15, 2008). Available from, as of July 9, 2013: https://nucleus.iaea.org/fcris/PesticideListHistorical.aspx?ID=1028&D=1"
5996,DINOTERB,LD50,Mouse 25 mg/kg,"FAO/IAEA; Food Contaminant and Residue Information System, Pesticide Attributes Database: Dinoterb (Last updated May 15, 2008). Available from, as of July 9, 2013: https://nucleus.iaea.org/fcris/PesticideListHistorical.aspx?ID=1028&D=1"
5997,DINOTERB,LD50,Rat 62 mg/kg,"FAO/IAEA; Food Contaminant and Residue Information System, Pesticide Attributes Database: Dinoterb (Last updated May 15, 2008). Available from, as of July 9, 2013: https://nucleus.iaea.org/fcris/PesticideListHistorical.aspx?ID=1028&D=1"
5998,DIOXATHION,LD50,"RAT PERCUTANEOUS 63 MG/KG, FEMALES","Martin, H. and C.R. Worthing (eds.). Pesticide Manual. 4th ed. Worcestershire, England: British Crop Protection Council, 1974., p. 216"
5999,DIOXATHION,LD50,Mongrel dog oral approx 10-40 mg/kg,"American Conference of Governmental Industrial Hygienists, Inc. Documentation of the Threshold Limit Values and Biological Exposure Indices. 6th ed. Volumes I, II, III. Cincinnati, OH: ACGIH, 1991., p. 516"
6000,DIOXATHION,LD50,Rat oral range from 118 to 23 mg/kg with the majority of reported values being between 23 and 64 mg/kg.,"American Conference of Governmental Industrial Hygienists, Inc. Documentation of the Threshold Limit Values and Biological Exposure Indices. 6th ed. Volumes I, II, III. Cincinnati, OH: ACGIH, 1991., p. 516"
6001,DIOXATHION,LD50,"RAT PERCUTANEOUS 235 MG/KG, MALES","Martin, H. and C.R. Worthing (eds.). Pesticide Manual. 4th ed. Worcestershire, England: British Crop Protection Council, 1974., p. 216"
6002,"1,1,2,2-TETRABROMOETHANE",LD50,Rat oral 1200 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 38"
6003,"1,1,2,2-TETRABROMOETHANE",LD50,Rat inhalation 549 mg/cu m/4 hr,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 38"
6004,"1,1,2,2-TETRABROMOETHANE",LD50,Rat skin 5250 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 38"
6005,"1,1,2,2-TETRABROMOETHANE",LD50,Mouse oral 269 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 38"
6006,"1,1,2,2-TETRABROMOETHANE",LD50,Mouse ip 443 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 38"
6007,"1,1,2,2-TETRABROMOETHANE",LD50,Guinea pig oral 400 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 38"
6008,"1,1,2,2-TETRABROMOETHANE",LD50,Rabbit oral 400 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 38"
6009,p-Anisidine,LD50,Rat oral 1400 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 266"
6010,p-Anisidine,LD50,Rat skin 3200 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 266"
6011,p-Anisidine,LD50,Rat ip 1400 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 266"
6012,p-Anisidine,LD50,Mouse oral 1410 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 266"
6013,p-Anisidine,LD50,Mouse oral 1300 mg/kg,Prosolenko NV; Tr Khar'k Med Inst 124: 11 (1976)
6014,p-Anisidine,LD50,Rabbit oral 2900 mg/kg,"American Conference of Governmental Industrial Hygienists, Inc. Documentation of the Threshold Limit Values and Biological Exposure Indices. 6th ed. Volumes I, II, III. Cincinnati, OH: ACGIH, 1991., p. 71"
6015,Antimony trisulfide,LD50,Rat ip 1 g/kg,"American Conference of Governmental Industrial Hygienists. Documentation of the TLVs and BEIs with Other World Wide Occupational Exposure Values. 7th Ed. CD-ROM Cincinnati, OH 45240-1634 2013., p. 1"
6016,Antimony trisulfide,LD50,Mouse ip 209 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 283"
6017,Barium hydroxide,LD50,Rat oral approx 308 mg/kg bw,"European Commission, ESIS; IUCLID Dataset, Barium hydroxide (17194-00-2) p.19 (2000 CD-ROM edition). Available from, as of August 9, 2010: https://esis.jrc.ec.europa.eu/"
6018,Barium hydroxide,LD50,Mouse oral appox 308 mg/kg bw,"European Commission, ESIS; IUCLID Dataset, Barium hydroxide (17194-00-2) p.19 (2000 CD-ROM edition). Available from, as of August 9, 2010: https://esis.jrc.ec.europa.eu/"
6019,Barium hydroxide,LD50,Chicken iv 623 + or - 156 mg/kg.,Johnson D et al; Proc Soc Exp Biol Med 104: 436-438 (1960) as cited in USEPA; Drinking Water Criteria Document for Barium (Draft) p.v-2 (1985) TR-540-60F
6020,Barium hydroxide,LD50,Chicken oral 8 g/kg /in the diet/,"Friberg, L., Nordberg, G.F., Kessler, E. and Vouk, V.B. (eds). Handbook of the Toxicology of Metals. 2nd ed. Vols I, II.: Amsterdam: Elsevier Science Publishers B.V., 1986., p. V2 92"
6021,Hexachlorocyclohexanes,LD50,Rat oral 100 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 364"
6022,Hexachlorocyclohexanes,LD50,Rabbit sc 75 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 364"
6023,Hexachlorocyclohexanes,LD50,Mouse oral 59 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 364"
6024,Hexachlorocyclohexanes,LD50,Chicken oral 597 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 364"
6025,Hexachlorocyclohexanes,LD50,Cattle oral <= 100 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 364"
6026,Hexachlorocyclohexanes,LD50,"Rat (CFT-Wistar) oral 2,428 mg/kg /technical grade HCH/","DHHS/ATSDR; Toxicological Profile for alpha-, beta-, gamma-, and delta-Hexachlorocyclohexane p. 39 PB2006-100003 (August 2005). Available from, as of December 8, 2016: https://www.atsdr.cdc.gov/toxprofiles/tp.asp?id=754&tid=138"
6027,BORON OXIDE,LD50,Mouse oral 3163 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 498"
6028,BORON OXIDE,LD50,Mouse ip 1868 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 498"
6029,SEC-BUTYL MERCAPTAN,LD50,Rat oral 5176 mg/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. 700"
6030,T-BUTYL MERCAPTAN,LD50,Rat oral 4729 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2301"
6031,T-BUTYL MERCAPTAN,LD50,"Rat inhalation 22,000 ppm/4 hr","Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2301"
6032,T-BUTYL MERCAPTAN,LD50,Rat ip 590 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2301"
6033,T-BUTYL MERCAPTAN,LD50,"Mouse inhalation 16,500 ppm/4 hr","Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V7 p.701"
6034,T-BUTYL MERCAPTAN,LD50,Rabbit percutaneous 20.8 g/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V7 p. 701"
6035,T-BUTYL MERCAPTAN,LD50,Rat inhalation 97.5 mg/L/4 hr,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V7 p.701"
6036,CADMIUM CARBONATE,LD50,Mouse oral 310 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 657"
6037,CADMIUM OXIDE,LD50,Rat oral 72 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 661"
6038,CADMIUM OXIDE,LD50,Rat inhalation 780 mg/cu m/10 minutes,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 661"
6039,CADMIUM OXIDE,LD50,Rat ip 12 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 661"
6040,CADMIUM OXIDE,LD50,Mouse oral 72 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 661"
6041,CADMIUM OXIDE,LD50,Mouse inhalation 340 mg/cu m/10 minutes,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 661"
6042,CADMIUM OXIDE,LD50,Dog inhalation 400 mg/cu m/10 minutes,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 661"
6043,CADMIUM OXIDE,LD50,Monkey inhalation 15 g/cu m/10 minutes,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 661"
6044,CADMIUM OXIDE,LD50,Rabbit inhalation 3 g/cu m/15 minutes,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 619"
6045,CADMIUM OXIDE,LD50,Guinea pig inhalation 3 g/cu m/15 minutes,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 661"
6046,CADMIUM SULFIDE,LD50,Rat oral 7080 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 663"
6047,CADMIUM SULFIDE,LD50,Mouse oral 1166 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 663"
6048,TOXAPHENE,LD50,Rat oral 80-90 mg/kg,"Worthing, C.R. and S.B. Walker (eds.). The Pesticide Manual - A World Compendium. 8th ed. Thornton Heath, UK: The British Crop Protection Council, 1987., p. 119"
6049,TOXAPHENE,LD50,Rat percutaneous 780-1075 mg/kg,"Worthing, C.R. and S.B. Walker (eds.). The Pesticide Manual - A World Compendium. 8th ed. Thornton Heath, UK: The British Crop Protection Council, 1987., p. 119"
6050,CHLOROBENZILATE,LD50,Rat oral 2784-3880 mg/kg,"Hartley, D. and H. Kidd (eds.). The Agrochemicals Handbook. 2nd ed. Lechworth, Herts, England: The Royal Society of Chemistry, 1987., p. A020/Aug 87"
6051,CHLOROBENZILATE,LD50,"Rabbit percutaneous >10,000 mg/kg","Hartley, D. and H. Kidd (eds.). The Agrochemicals Handbook. 2nd ed. Lechworth, Herts, England: The Royal Society of Chemistry, 1987., p. A020/Aug 87"
6052,CHLOROBENZILATE,LD50,Rat male oral 1040 mg/kg,"The Merck Index. 10th ed. Rahway, New Jersey: Merck Co., Inc., 1983., p. 298"
6053,CHLOROBENZILATE,LD50,Rat female oral 1220 mg/kg,"The Merck Index. 10th ed. Rahway, New Jersey: Merck Co., Inc., 1983., p. 298"
6054,CHLOROBENZILATE,LD50,"Rat oral 2,784-3,880 mg/kg","Montgomery, J.H.; Agrochemicals Desk Reference 2nd ed. Lewis Publishers, Boca Raton, FL 1997, p. 98"
6055,CHLOROBENZILATE,LD50,Rat oral 700 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 1176"
6056,CHLOROBENZILATE,LD50,Mouse oral 729 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 1176"
6057,CHLOROBENZILATE,LD50,Hamster oral 700 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 1176"
6058,"2-CHLORO-1,3-BUTADIENE",LD50,Rat oral 450 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2392"
6059,"2-CHLORO-1,3-BUTADIENE",LD50,"Rat inhalation 11,800 mg/cu m/4 hr","Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2392"
6060,"2-CHLORO-1,3-BUTADIENE",LD50,Mouse oral 146 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2392"
6061,"2-CHLORO-1,3-BUTADIENE",LD50,Mouse inhalation 2300 mg/cu m,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2392"
6062,COUMARIN,LD50,Rat oral 293 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 928"
6063,COUMARIN,LD50,Mouse oral 196 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 928"
6064,COUMARIN,LD50,Mouse ip 220 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 928"
6065,COUMARIN,LD50,Mouse subcutaneous 242 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 928"
6066,COUMARIN,LD50,Guinea pig oral 202 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 928"
6067,CYCLOHEXENE,LD50,Rat oral 2.4 mL (1946 mg)/kg,"OECD; Screening Information Data Set for Cyclohexene, CAS #110-83-8 (October 2002). Available from, as of October 05, 2006: https://www.inchem.org/documents/sids/sids/110838.pdf"
6068,CYCLOHEXENE,LD50,Mouse oral >3.2 mL (2595 mg)/kg,"OECD; Screening Information Data Set for Cyclohexene, CAS #110-83-8 (October 2002). Available from, as of October 05, 2006: https://www.inchem.org/documents/sids/sids/110838.pdf"
6069,CYCLOHEXENE,LD50,Guinea pig oral >20 mL (16220 mg)/kg,"OECD; Screening Information Data Set for Cyclohexene, CAS #110-83-8 (October 2002). Available from, as of October 05, 2006: https://www.inchem.org/documents/sids/sids/110838.pdf"
6070,DDE,LD50,Rat oral 880 mg/kg,"Montgomery, J.H.; Agrochemicals Desk Reference 2nd ed. Lewis Publishers, Boca Raton, FL 1997, p. 133"
6071,DDE,LD50,Mouse oral 700 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 472"
6072,"3,3'-DIMETHOXYBENZIDINE",LD50,Rat oral 1920 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 1039"
